ASIN,MARKETPLACE,REGION,BRAND_NAME,combined_string_full,combined_string_categories,ORGANIC_UNITS_SOLD,SALE_PRICE_EUR
B078PYYXBH,DE,EU,H&S,"Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. Unbox in. THE SURFACE ON WHICH YOU CAN LIVE OUT YOUR FANTASY   Do you want to create a beautiful masterpiece on a high quality canvas frame  Our H S canvases are made from 100  acid free cotton and a high quality pinewood frame  making them perfect for acrylic and oil paints  This set of 5 canvases is ready to paint as soon as it is delivered to your door  The smooth surface of the canvases allows you to use them for a variety of projects    A CANVAS THAT GIVES A PROFESSIONAL TOUCH TO YOUR ART   With our 20x20cm canvases that require less storage space  you can    You can create precise paintings of your subject  They are triple primed to last for years without yellowing and are suitable not only for painting with acrylics  but also for watercoloring  drawing  oil painting and many projects    Why should you choose H S blank canvas for painting     The frames of the blank canvases are made of 100  acid free cotton and a high quality pine wood frame      The canvas frame is stapled on the back and primed with acid free acrylic titanium gesso      The canvases have a deep and wide frame edge  which is suitable for all types of colors      Our triple primed medium weight cotton canvas guarantees maximum flexibility and strength    Our claim   At H S we have set ourselves the goal of improving our customers  lives through our sensible and progressive products of uncompromising quality and integrity improve and enrich  Our innovations respond to our customers  needs and reflect our brand to the outside world  Here we leverage the best of our collective expertise to provide our customers with best in class solutions at all times ","Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. Unbox in",0.6363636363636364,7.808181818181819
B07FMDHYCK,ES,EU,H&S,Toys & Games. Games & Accessories. dice games. H S 6 sided dice set for children and adults   Set of 30x dice for board and card games in 6 colors   Pack of high quality multicolored dice for board games  COMPLETE YOUR BOARD GAME SET    Do you want to complete your board game collection with quality dice  Our H S multicolor dice are made of eco friendly acrylic material with a wide variety of vibrant colors that are easy to use and readable  They can be used for virtually any board game  No matter what type of player you are  professional or beginner  these multicolored dice are what you need for your collection   VARIETY OF COLORS   The H S 6 sided dice set includes a wide variety of 6 colors  blue  green  orange  purple and the classic black and white  which are ideal to expand your collection of board game accessories and always have a spare  They can be used to play a variety of board games without scratching the surface or game board as they are made of acrylic material  They also have rounded edges for smoother rolling     _Why  _ choose the H S dice set  The dice are made of eco friendly acrylic material for extra strength   They are light and easy to read for most board games   This pack of dice has a professional and durable look with a soft touch   It can be used at any level  whether for amateur players or for more advanced levels   Our Mission   At H S  our goal is to improve and enrich people s lives through quality products  Our innovations respond to the needs of our customers  We leverage the best of our experience to offer optimal solutions to our customers around the world  ,Toys & Games. Games & Accessories. dice games,0.1538461538461538,7.99
B01JA6LPJE,ES,EU,Espring,Sports & Outdoors. Exercise & Fitness. Grip Strengtheners.   10031  10031 EVEREST FITNESS ENERGY BALL   10031  10031  The EVEREST FITNESS energy ball is the ideal complement for training arms and shoulders    quickly and effectively    10031  10031 HIGHLIGHTS   10031  10031   Selected materials  The Everest energy ball is  composed of a very resistant plastic material casing and a stainless steel shaft  which gives it extreme robustness and stability   Short and effective training  Exercise your arms and shoulders with short and effective exercises   No vibrations  Thanks to the fact that the rotation of the energy ball was calculated  with great precision  no vibrations of any kind are produced   Training device for a wide variety of sports  The EVEREST FITNESS energy ball is ideal for sports with great physical demand for the arms such as tennis  basketball  handball and climbing   Perfect fit  Thanks to its grip tape  the ball fits perfectly in the hand    even with rotation speeds of more than 16000 rpm   Measurements  7 3 x 7 3 x 5 8 cm   10031  10031 EVEREST FITNESS    POWER YOUR DAY   10031  10031  For more than 10 years  the EVEREST FITNESS brand has inspired through high quality products allowing our customers to easily integrate a healthy lifestyle into their lives  everyday  Use EVEREST FITNESS accessories and see  How easy it can be to incorporate small exercises into your daily routine and stay fit  Power your day   everyday with EVEREST FITNESS ,Sports & Outdoors. Exercise & Fitness. Grip Strengtheners,5.511627906976744,19.03883720930233
B09GY9XQ76,DE,EU,Espring,Sports & Outdoors. Sports & Fitness. Hand grip trainer. EVEREST FITNESS Gyrotwister for strengthening hand  grip strength   arm   Gyroscopic hand trainer ball with LED counter to reduce tension   pain   Gyroball TURN FAT INTO FITNESS WITH GYROSCOPE POWER BALL  Would you like to train all your arms completely and at once  The EVEREST FITNESS Gyroscope Light Up Wrist Ball is designed to strengthen your muscles and health from fingers to shoulder  The faster you spin this fitness ball  the harder your muscles work  It simultaneously improves endurance  flexibility  coordination and grip strength of your wrists and hands  Don t let its size fool you  GET YOUR BODY WEIGHT INTO SHAPE EFFICIENTLY  Do you want the intense burning sensation in your forearm   ren to achieve optimal results  Our Gyroscope Wrist Ball allows you to hit faster  harder and straighter  It s just fun to play with and provides good grip strength in tennis  golf  climbing  basketball and many other sports  HIGHLIGHTS    You can regenerate faster and become more trained    It helps you refine your fine motor skills in the non dominant hand arm    You can take it anywhere as it is compact and portable    Great training device for strengthening the arms and ligaments  OUR MISSION   Here at EVEREST FITNESS we develop innovative equipment for commuters  recreational athletes and tourers  We focus on products that help people who maintain or want to maintain a healthy lifestyle  We are committed to sourcing high quality products for you so that you can enjoy your sports and fitness trips with more convenience  comfort and style ,Sports & Outdoors. Sports & Fitness. Hand grip trainer,0.4024390243902439,24.62414634146341
B01JIVXOUO,DE,EU,Espring,Home & Kitchen. Kitchen & Dining. Regular Stores.      GOURMEO GRILL BASKET      With the GOURMEO grill basket you can conjure up an unforgettable taste experience  regardless of whether you use a gas or charcoal grill       HIGHLIGHTS        Hole pattern  Thanks to the integrated hole pattern  the grilled food is cooked evenly and can fully develop its aroma   Selected materials  High quality stainless steel gives the grill basket stability and is tasteless   Durable  Made from only Made of stainless steel  the grill basket is particularly robust   Handles for carrying  With the two handles  the grilled food can be easily transported in the grill basket   Easy to clean  Cleaning in the dishwasher is just as easy   quick and rust free,Home & Kitchen. Kitchen & Dining. Regular Stores,1.7088607594936709,17.61025316455696
B01JIVXOUO,DE,EU,Espring,Home & Kitchen. Kitchen & Dining. Regular Stores. Simply better grilling  Our BBQ basket for vegetables  fish or meat combines practical functions with outstanding quality  Thanks to the perfect heat distribution of the stainless steel  you will always achieve evenly cooked and delicious results  Never worry about unevenly cooked food again  The versatility of the basket allows you to prepare delicious dishes with vegetables  meat or fish  while the neutral taste of the stainless steel preserves the natural taste of your ingredients  Cleaning is a breeze    Simply put it in the dishwasher and you re done  HIGHLIGHTS    Evenly grilled food   For vegetables  meat and Fish   Dishwasher safe   no more scrubbing   Ideal for electric  charcoal and gas,Home & Kitchen. Kitchen & Dining. Regular Stores,1.7088607594936709,17.61025316455696
B01MRVUOAB,IT,EU,H&S,Office Products. Office Electronics. Pouches per plastificatrici.  PRODUCT DESCRIPTION These are high quality  _ A4 150 micron Pouch  Suitable for all Hot Laminating machines and ideal for laminating photos  business cards  photos  posters  adverts  menus  certificates  advertisements  _  fingerprints   retail and much more  _ Features Premium quality  _Professional Pouch  Gloss Finish Waterproof  make items 150 microns  75 microns per side  provides a professional look shine  _Pouches are suitable for the use with all brands of laminators Dimensions Size  A4 Thickness  150 Micron  2 x 75  Package Contents 100 x Pouch ,Office Products. Office Electronics. Pouches per plastificatrici,1.148148148148148,20.064074074074075
B0791GDKBP,IT,EU,H&S,"Patio, Lawn & Garden. Gardening & Lawn Care. Garden twine. DESCRIZIONE PRODOTTO This strong  lightweight  non odour natural jute twine is perfect for any situations  Can be used repeatedly  and is very flexible for numerous uses  Features   This natural jute twine string is biodegradable   3mm thick 6ply twine stronger than 3ply    The garden twine is ideal for use in all arts  crafts  floristry or provides gentle and secure support to growing plants   Natural colour  rustic appearance  suitable for repeated uses Measurements   600 feet length in Total  2x 300 feet rolls    3mm thick 6ply Package Contents   2 x Rolls of Jute Twine","Patio, Lawn & Garden. Gardening & Lawn Care. Garden twine",0.5333333333333333,13.19
B06Y4JMTWV,IT,EU,H&S,Home & Kitchen. Home Décor. Magnets. H S Strong Neodymium Refrigerator Door Magnets   36 Pieces Strong Magnets for Photo Display   Multicolor Whiteboard Magnets for Office   KEEP YOUR NOTES ON THE BOARD IN ONE PLACE  You are struggling with the organization of your blackboard which must be properly prepared before the lesson or a presentation   We thought of you with our H S pack of 36 refrigerator magnets  to avoid having to waste time with the small scattered pieces of paper that need to be on the board  These neodymium magnets and acrylic push pins are strong enough to be used many times  Why choose H S whiteboard and refrigerator magnets   p    Fridge magnets are made of neodymium and acrylic magnets    They easily stick to any metal surface without leaving marks    They are perfect for many work environments such as offices  schools  etc    The set of 36 magnets is available in 6 colors  green  blue  pink  yellow  purple and transparent  Our mission At H S we aim to improve and enrich people s lives through meaningful  advanced products of uncompromising quality and integrity  Our innovations respond to customer needs and reflect our brand to the outside world ,Home & Kitchen. Home Décor. Magnets,0.0909090909090909,9.49
B07QV6S7N3,US,US,H&S,Office Products. Office & School Supplies. Pins & Tacks. H S Wood Push Pins for Pinboard   100pcs Wooden Cork Board Pins for Photos and Documents   Notice Board Pins for Office   School  IT IS TIME TO KEEP YOUR STUFF IN ONE PLACE   Are you struggling with organizing your soft board that needs to be properly arranged  Well  we have got you all covered with our pack of 100 Wood Cork Pins so that you don  _t have to waste time dealing with scattered papers that need to be on the board  These wood constructed push board pins are durable enough for multiple uses   NOT YOUR ORDINARY WOOD PUSH PINS   Want to keep stacks of reminders on the board while giving them a professional look  Each H S Noticeboard Pins can be used over and over again while giving your reminder chits and valuable pictures a touch of elegance  For easy use  simply push the pin through the note and onto the board that you want to secure   Why choose H S Wood Push Pins   These 100 wood pushpins are made from Birchwood for strength and durability   The wood push pins are suitable for softwood  card  and cloth  also they can be applied onto cork or foam notice boards   Simple just push the pin through the note and onto the board that you want this to secure on   It provides a natural look making it suitable for offices  schools  home use  etc   Our Mission   Here at H S  We aim to improve and enrich people  _s lives through our meaningful and advanced products of uncompromising quality and integrity  Our innovations respond to our customer  _s needs and reflect our brand to the external world  Here we harness the best of our collective expertise to deliver world class solutions to our people at all times  ,Office Products. Office & School Supplies. Pins & Tacks,0.7692307692307693,5.8476740330000005
B014TDD94W,ES,EU,Espring,Sports & Outdoors. Sports & Fitness. Combas.   10031  10031 EVEREST FITNESS JUMP ROPE   10031  10031 This EVEREST FITNESS rope with 360 degree ball bearing is the device for every athlete and professional   10031  10031 HIGHLIGHTS   10031  10031   For any height  At 3 05 meters it is suitable for all heights   Configurable  For all body sizes it can be adjust to any length  no extra tool needed      Carrying bag  We include a carrying bag in the shipment    360 Degree rolling  Due to the steel ball bearing it is prevented break after a lot of use   For professionals and beginners  Man or woman  professional or beginner  it is suitable for everyone for all types of movements    Low weight  A light and stable steel rope guarantees a weight light  Ace  is it easier to jump    10031  10031 EVEREST FITNESS    POWER YOUR DAY   10031  10031  For more than 10 years  the EVEREST FITNESS brand has inspired through high quality products allowing our customers to easily integrate a healthy lifestyle into their lives  everyday  Use EVEREST FITNESS accessories and see  How easy it can be to incorporate small exercises into your daily routine and stay fit  Power your day   everyday with EVEREST FITNESS ,Sports & Outdoors. Sports & Fitness. Combas,1.88,9.534
B08Q3PLB3F,DE,EU,Tritart,"Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. Aquarellpapier. On one side the A5 watercolor pad is smooth   on the other side the A5 watercolor paper is rough  This makes the 300g watercolor paper versatile  This A5 watercolor series belongs to the Tritart series  Madagascar  Watercolor paper A5 matt with erasable surface  Our Din A5 watercolor paper was also glued to the top side  Watercolor pad with excellent color absorption ability  Our A5 watercolor blocks are particularly sturdy  High quality watercolor pad A5  Includes high quality water brush and 2 pencils from Tritart  Grab it now ","Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. Aquarellpapier",1.5,11.574615384615385
B00TY2O8QC,UK,UK,H&S,Tools & Home Improvement. Safety & Security. Cash Boxes. Petty cash box suitable for many uses such as at home  school or in the office  A sturdy construction with rounded corners and edges  with an attractive Matt black colour  Also has a reinforced locking catch plate  Fitted with high quality cylinder lock and supplied with two keys    Features    Strong steel construction   Use in the home  office  school  market stall etc   Comes with a stainless steel carry handle   Removable tray has 6 coin sections   Reinforced locking catch plate   Comes with 2 keys   Measurements    150mm x 120mm x 80mm   Package Contents    1 x Cash Box ,Tools & Home Improvement. Safety & Security. Cash Boxes,43.35632183908046,12.911169888965516
B01LWJRCVJ,ES,EU,Espring,Tools & Home Improvement. Hardware. Octopuses. PRETEX Bungee Cords with Balls   Universal Bungee Tie Down Set with Balls   Heavy Duty Bungee Cords Perfect for Camping  Tying Flags and Tarps  STRONG TENSION STRENGTH  ULTRA STRETCH AND SAFE BALLS These premium elastic ropes are multifunctional and reusable  They are perfect for storing household items  These bungee cords can be used for covering with a tarp  as an accessory for your bicycle or on a boat trip  Additionally  they are ideal for outdoor activities  such as securing garden furniture in high winds or for camping  Even when hanging scaffolding banners or advertising banners  like this  Like many other fastening tasks and accessories  rubber ropes offer a perfect hold  Many construction projects use these bungee cords to transport heavy or awkward equipment between different job sites    HIGHLIGHTS    They are perfect for storing household and outdoor items    With them you can create a temporary barrier to prevent the public from entering a dangerous area    With the elastic rope hooks  the rubber strap can work with all types of vehicles efficiently    Perfect for camping and traveling  also ideal for use in interiors and exteriors  OUR MISSION  Here  At Pretex  we are committed to maintaining the consistency and strength of our products  Our leading and professional bungee cords are efficiently designed with extra durable rubber to secure heavier loads  Because we know how difficult it is for you to handle those moments when you need to secure something in the car or in the bed of the truck  We make sure you have options when it comes to holding anything in place without damaging it,Tools & Home Improvement. Hardware. Octopuses,1.6585365853658536,18.31317073170732
B01HFJEZ68,ES,EU,Espring,Home & Kitchen. Kitchen & Dining. Manual pasta machines.   10031  10031 GOURMEO pasta maker   10031  10031 The GOURMEO pasta maker is a very practical helper in the kitchen  Can you with her  make all types of pasta yourself    10031  10031 Product characteristics   10031  10031   Premium quality  The machine of GOURMEO pasta is it  manufactured with top quality materials  which gives it an especially long life    Operated by a motor  With the purchase of an additional motor  the machine can be operated both manually and manually  automatic    Extremely robust  Extremely robust  The GOURMEO pasta machine is very robust and offers optimal grip on any surface    Easy handling   The operation is very intuitive  Can you  adjust the 9 levels easily with the regulator  from 0 3 to 3 mm    Incredible recipes  Thanks to the possibility of making various types of pasta  you will be able to  transform these into countless recipes    Easy and deep cleaning  Thanks to the brush provided  you will be able to  Easily and thoroughly clean the GOURMEO pasta machine ,Home & Kitchen. Kitchen & Dining. Manual pasta machines,0.0735294117647058,38.35294117647059
B07DLMXHM1,DE,EU,H&S,Home & Kitchen. Kitchen & Dining. in Garden furniture & accessories.  H S stainless steel metal grinder   4 pieces   non stick coated crusher with fine grinder   kr  _uterm  _hle and tobacco cutter with pollen sieve and magnetic lid in black  WITH INNOVATIONS FOR A BABO LIFESTYLE   Would you like to have an extremely productive herbal mixture at your disposal  without much effort  Our H S herb  _uterm  _hle is your indispensable accessory  Without it you have to pick your herbs into tiny pieces with your fingers and are anything but effective  A KR    _UTERM  _HLE WHOSE PERFORMANCE WILL AMAZING YOU   Are you looking for the simplest and most durable grinder ever  With our H S Herb Grinder you can get your size   _ser easily and saves a lot of time compared to grinding by hand  This compact grinder is made of high quality materials so that it can be taken anywhere   Why an H S Herb Grinder choose  _choose     The Herb Grinder is made of high quality aluminum alloy  which guarantees a long service life    The razor sharp  curved diamond teeth grind your herbs quickly and easily  _helos     The strong magnets keep the lid tightly closed to prevent waste     The micron sieve filters pollen and catches the finest grains   Our Mission   At H S we have set ourselves the goal of improving people s lives through our meaningful and advanced products of uncompromising quality and integrity improve and enrich  Our innovations respond to your needs and are reflected in your life  Here we leverage the best of our collective expertise to provide our customers with best in class solutions at all times   ,Home & Kitchen. Kitchen & Dining. in Garden furniture & accessories,1.0,7.99
B08J45NYBM,US,US,Espring,"Clothing, Shoes & Jewelry. Women. Waist Packs. SWISSONA Server Wallet   Side Pouch   Faux Leather Wallet   Utility Apron Belt for Cash   Coins   Waitress or Waiter Bag for Money and Organizer   Black  A WAITER S BESTFRIEND The reinforced double seams means purse  pens and other order taking necessities are stored safely and can be easily reached  The ideal serving wallet can be simply attached to any waist belt or apron for busy cafes  restaurants  bars  taxis and drivers  the purse is attached by a chain to be secured  This easy to wipe surface makes it easy to care for and continuously look in top condition The modest design in a premium black means it will blend in perfectly with any outfit  Highlights  Durable Imitation Leather Ideal for Use in the Catering Trade Practical Division As a waiter  you appreciate a good waiter s bag  It prevents many of the unpleasant situations that it is best never to get into  such as the bag not having enough space for your wallet and you not being able to take your empty plates with you  which means you have to walk twice  Or that the wallet flies out because the bag is not big enough and you attract all the unpleasant looks  The SWISSONA waiter s bag is designed precisely to save you these problems ","Clothing, Shoes & Jewelry. Women. Waist Packs",1.1578947368421053,22.797197665
B00FAZ6L4Y,ES,EU,H&S,"Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. knitting needles. This knitting needle set is made of carbonized bamboo  It is a perfect gift for anyone interested in knitting  In each pack you get 18 pairs of knitting needles  perfect for working with yarns  A beautiful canvas carrying bag is also included to keep them in  perfect for storage and travel  Features  The needles are made of carbonized bamboo  Single pointed knitting needles  Light and durable  Very comfortable to hold in your hand  Metric sizes are marked on the needles  Comes with a beautiful faux leather carrying bag  Set of 18 knitting needles and replacement pairs for 2 0 mm  2 25 mm  2 5 mm and 2 75 mm  Important notice  since the needles are made of bamboo wood  75mm and below are easy to break  and are for professional use  if not used correctly  possible breakage and splintering may occur  pairs are included if any needle breaks   Measurements  18 sizes  2 0 mm  2 25 mm  2 5 mm  2 75 mm  3 0 mm  3 25 mm  3 5 mm  3 75 mm  4 5 mm  5 0 mm  5 5 mm  6 0 mm  7 0 mm  8 0 mm  9mm and 10 0mm  Needle length  360mm  Package content  1 set of 18 knitting needles   4 spare pairs","Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. knitting needles",0.1428571428571428,13.99
B01LWJRCVJ,PL,EU,Espring,Tools & Home Improvement. Hardware. Elastic ropes. Pretex Bungee Cords with Balls   Set of universal elastic ball cords   Durability tying ropes  perfect for camping  for attaching flags and tarpaulins  strong   stretchable  very flexible cords and safe balls  Premium bungee cords are multifunctional and reusable   They   perfect for home use  These bungee cords can would    used for covering with a tarpaulin  as a bicycle accessory or on a sailing trip  Moreover  there are perfect for activities outdoors  such as protecting garden furniture during strong winds or camping  Even while hanging banners  scaffolding or advertising  and many other tasks  holding devices and attachments  rubber cords offer perfect   hold  Many construction projects use these bungee cords to transport heavy or awkward equipment between various established locations  The most important    are  perfect for home and outdoor use    With their help  you can create temporary   barriers   to stop   public    before entering the dangerous area    With bungee hooks the rubber strap can work  effectively with all types of vehicles    Perfect for camping and traveling  also great for indoor and outdoor use  Our Mission  Here at Prexie we promise to keep    coherent  and the performance of our products  Our leading and professional bungee cords are Effectively designed with exceptional durability gum   for securing heavier loads  Because _ we know how difficult it is to deal with   deal with those moments when you need to stick   What   in the car or with a light bulb  We ensure that you have options when it comes to securing anything in place without damaging it ,Tools & Home Improvement. Hardware. Elastic ropes,0.1904761904761904,13.62673716
B07WDCV13B,DE,EU,Tritart,"Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. card boxes. More fun  _ when crafting with the high quality DIN A6 construction paper from Tritart    Encourages creativity  _t  Very easy can you and your family promote motor skills and creative thinking together  With different pens  brushes and paints  magical gifts can be made for your loved ones  Give your imagination enough scope and experience how relaxing a creative afternoon with the kids can be    Versatile  Colored paper is one of the most versatile craft materials available  The sturdy paper is suitable for all craft work   decorations   for making window pictures   folding cards and much more  Children especially like the colorful craft paper  because the matt and rough surface of the colored construction paper makes it particularly easy to grip for small children s hands   Paper cardboard can be processed with anything  Colors   glitter   glue   craft glue or all purpose glue    No fading  The colorful cardboard paper cannot bleed because it is fully dyed  so the bright colors are retained    Colorful paper box in detail    DIN A6 105 x 148 mm   300g m  _   fully colored   no fading   21 different colors available 6 times each   126 sheets  Our colored A6 colored paper can be combined with many other colors and types of paper that you can find in our shop  Many other craft supplies such as metallic markers for labeling   acrylic paints   water brush pens and much more are also waiting for you  Please feel free to stop by and let your creativity and ideas run wild ","Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. card boxes",0.5849056603773585,8.054150943396227
B071WJFD25,ES,EU,H&S,Office Products. Office & School Supplies. Filing cabinets with covers. H S Display folder with 100 plastic compartments   Office supplies with document compartments   _ARE YOU LOOKING FOR A SAFE OPTION TO KEEP YOUR DOCUMENTS ORGANIZED Stop looking because we have the perfect option for you  Our H S A4 folders with plastic pockets keep data and documents  both old and new  safe from all types of environmental changes for longer    _ARE YOU WORRIED ABOUT FORGETTING THE DOCUMENTS BY KEEPING THEM IN A FOLDER Don t worry  we have the solution  the blue and black H S folder makes it easy to search for your documents in an organized way  Additionally  it comes with 100 plastic pockets that will help you store important notes that will be easily visible once stored to help you save time     _Why  _ choose the H S document folder   Folders with plastic pockets protect your documents from dust and moisture    It comes with 100 transparent pockets  each pocket has tear lines to remove the pages    Made with high quality plastic and a soft cover that will make it   _ last for years   It has greater durability than conventional paper folders Our mission At H S  Our goal is to improve and enrich people s lives through our meaningful and advanced products of uncompromising quality and integrity  Our innovations respond to the needs of our customers and reflect our brand to the outside world  Here  _ we leverage the best of our collective experience to deliver world class solutions to our people every time ,Office Products. Office & School Supplies. Filing cabinets with covers,0.2,16.35
B0847SXNVQ,DE,EU,Espring,"Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. Linear.      WINTEX universal ruler      The WINTEX universal ruler was manufactured for the precise and easy measurement of various materials  such as fabric or paper       Highlights      High quality materials  The WINTEX universal ruler is made of a clear and robust acrylic material  Easy to work with thanks to two colors  Thanks to the division with two colors  reading the measurements is easier  Dimensions in cm  The measurements on the universal  Rulers are given in centimeters Angle display  The ruler has a display of 30   45  and 60  printed  For left  and right handed people  The WINTEX universal ruler can be used by both left  and right handed people  Easy to clean  Thanks to the smooth surface  the ruler can be cleaned quickly and easily  Laser cutting  The Edges are particularly smooth thanks to the laser cut and leave no marks even on sensitive fabrics      WINTEX  color your office      Especially when it comes to working productively and organized  the right office equipment and supplies are particularly important  It is important to WINTEX to support you with products that make your everyday office life and organization even easier  For even more creativity  inspiration  motivation and lots of fun  and enjoyment of your own workplace ","Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. Linear",1.0952380952380951,12.348333333333333
B08J45NYBM,DE,EU,Espring,"Clothing, Shoes & Jewelry. Women. purses.   10031  10031 SWISSONA WAITER BAG INCL  WAITER S BAG   10031  10031 Thanks to its practical layout  the SWISSONA waiter s bag is the perfect helper in the working life of every waiter  Size 14 5 x 24 5 cm  Scope of delivery 1x waiter s bag 1x waiter s purse 1x chain The waiter s bag has several pockets in which the waiter s purse  pens  pads and other utensils can be stored   Reinforced seams  Thanks to the double seams  the waiter s bag can withstand a lot    Easy attachment  The SWISSONA waiter s bag can be easily and quickly attached to your trousers or apron   Easy to care for  The surface of the imitation leather can be wiped clean  making the waiter s bag and wallet Particularly easy to care for    Timeless design  Made entirely in black  the SWISSONA waiter s bag can be optimally combined with a wallet","Clothing, Shoes & Jewelry. Women. purses",1.3214285714285714,24.382857142857144
B01HXX8RVA,UK,UK,Espring,Office Products. Office & School Supplies. Magnets. WINTEX Self Adhesive Mini Magnetic Sticker   112 Pcs Black Peel Off Magnets for Fridge   20x20x1 2 mm Sticky Magnetic Stickers for Stationary Accessories  PROVIDING LONG LASTING MAGNETIC SURFACE   These magnetic strips are self adhesive and can be mounted securely to your file cabinet  refrigerator  toolbox  workbench  whiteboard  and many other surfaces  These magnets are used to commemorate milestones  vacations  birthdays  promotions  graduations  weddings  memories  accomplishments  retirements  and other special events   WITH THESE MAGNETS YOU HAVE ENDLESS POSSIBILITIES   These stick on magnets provide you with endless possibilities and are ideal for countless numerous tenacities  Also  with them  you can organise and hang light objects around your office  workshop  and home  These magnets can be used to improve your home DIY projects  organise your tools in the garage  and perform scientific experiments   Why choose Wintex Mini Self Adhesive Magnets   These black peel off magnets are small in size but are strong and heavy duty   Simply peel them off and used them in your art  photos  or any other small arts and craft pieces   These magnet squares can be stuck on any metal surface   They have a high quality coating that makes you stick things firmly and quickly   Our Mission   Here at Wintex  We aim to improve and enrich people  s lives through our meaningful and advanced products of uncompromising quality and integrity  Our innovations respond to our customer  s needs and reflect our brand to the external world  Here we harness the best of our collective expertise to deliver world class solutions to our people at all times  ,Office Products. Office & School Supplies. Magnets,2.546511627906977,9.847193193
B06Y4S6ZCP,IT,EU,H&S,Office Products. Office & School Supplies. Document folders. PRODUCT DESCRIPTION Our plastic document folders are perfect for holding documents and grouping them to keep them in order  Features  Plastic document folders in A4 format  Pin button closure  with a window for identification  They can hold up to 200 sheets of A4  80g paper  30 pieces  Measurements  Dimensions  33 5 x 23 5 cm  Package contents  30 A4 plastic document holders ,Office Products. Office & School Supplies. Document folders,0.3157894736842105,18.39
B07QC7DM54,DE,EU,Espring,"Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. Crochet hooks. Wintex crochet hooks With the total of 78 pieces  you can complete even complicated crochet and knitting projects with ease   Highlights    Premium quality  First class workmanship  high quality and high quality materials make the crochet hooks from WINTEX a premium product  Ergonomic   The crochet hooks have an ergonomic shape  which avoids pain in the hand  Sophisticated design  The rubber handle of the crochet hooks enables non slip work and lies well and securely in the hand  Accessories  78 piece crochet hook set comes with an extensive range of utensils for crocheting and knitting Scope of delivery     9 crochet hooks of strength  2 0  2 5  3 0 3 5 4 0 4 5 5 0 5 5 6 0mm   20 lockable stitch markers   10 spiral stitch markers  5x20mm  5x16mm diameter     15 ring stitch markers  5x13mm   5x12mm 5x10mm diameter     9 wool needles  3x9cm  3x6 8cm  1x 6 9cm  1x6cm  1x5 3cm     4 stitch needle stoppers  2 large ones  22x17mm   2 small ones  20x14mm      1 tape measure  length 150cm 60inch     1 thread scissors   1 row counter   1 pencil case   1 insert bag for For accessories   2 lockable stitch holders  size  11 5cm   8 5cm     3 cable needles in 3 different thicknesses and lengths  11cm  10cm  9cm     1 needle size  Safety notice    ATTENTION  The set contains small parts  Keep out of the reach of babies and small children  Small parts can be swallowed  Danger of suffocation   ATTENTION  The set contains sharp objects  thread scissors   Keep out of the reach of babies and small children  Risk of injury   ATTENTION  The set contains needles  Keep out of the reach of babies and small children  Risk of injury ","Arts, Crafts & Sewing. Painting, Drawing & Art Supplies. Crochet hooks",0.8518518518518519,10.87888888888889
B07BMZGV4Z,US,US,H&S,Home & Kitchen. Kitchen & Dining. Timers.   H S Digital Kitchen Timer for Cooking   Black Magnetic Professional Timer with Loud Alarm   Large LCD Display   Magnetic Timer for Baking and Cooking  TIME TO UPGRADE YOUR TIMER FOR CLASSROOM   Are you struggling with your phone and oven timers that are not useful anymore  Instead of counting in your head  it is time to start counting with our H S Magnetic Kitchen Timer that is devoted to various kitchen and home tasks  it will make sure you do them flawlessly every time  The bright LCD is clear and easy to read as you mosey around the kitchen  and the magnet on the back allows you to attach this to any metal surface   WE MAKE SURE YOU VALUE YOUR TIME EVERYWHERE   We know it  _s hard but it  _s the right time to discard all your boring and old timers and get your hands on our H S Portable Kitchen Timer that features a simple and compact design  which can easily fit in the palm of your hand perfectly  or hung from the neck  as well as durable enough to withstand most daily usage  Also  it has a special hanging section on the top   Why choose H S Digital Countdown Timer   H S Digital Classroom Timer has a large and bright LCD for difficult lighting conditions   It operates by using an AAA battery  included  that will help you keep track of time in the kitchen   It has the ability to have a countdown from up to 99 minutes and 59 seconds   It features a magnet on the back  allowing you to attach this to most metal surfaces   Our Mission   Here at H S  We aim to improve and enrich people  _s lives through our meaningful and advanced products of uncompromising quality and integrity  Our innovations respond to our customer  _s needs and reflect our brand to the external world  Here we harness the best of our collective expertise to deliver world class solutions to our people at all times   ,Home & Kitchen. Kitchen & Dining. Timers,0.4782608695652174,8.54982352426087
